idA	idB	O	OHA	OHB	OLA	OLB	K
15199	54837	N	-155	-155	96	96	1
15199	85758	N	-168	-169	82	82	1
15199	95037	N	-173	-173	78	78	1
15199	80055	N	76	75	175	175	2
15199	49226	N	-181	-182	69	69	1
15199	32964	N	-173	-173	78	78	1
15199	1314	N	-161	-163	88	88	1
15199	101100	N	-111	-111	140	140	2
15199	42520	N	-100	-100	151	151	1
15199	70249	N	-113	-113	138	138	1
15199	91208	N	-106	-106	145	145	2
15199	42627	N	107	106	144	144	2
15199	31083	N	48	47	203	203	4
15199	94429	N	-135	-136	115	115	1
15199	22631	N	61	61	190	190	2
70219	50196	N	-69	-69	181	181	3
70219	29892	N	122	123	128	128	2
70219	99949	N	173	171	77	77	1
70219	1679	N	-72	-75	175	175	3
70219	56024	N	-48	-48	202	202	3
70219	80771	N	30	28	220	220	2
70219	62032	N	-111	-110	140	140	1
70219	9329	N	100	100	150	150	2
70219	40779	N	173	171	77	77	1
70219	29608	N	-43	-43	207	207	3
70219	63068	N	-126	-127	123	123	1
70219	29367	N	-181	-180	70	70	0
70219	57844	N	0	0	250	250	4
70219	8148	N	-136	-136	114	114	0
70219	76688	N	-69	-69	181	181	3
70219	41414	N	-20	-21	229	229	4
70219	15711	N	-21	-21	229	229	2
70219	100948	N	-68	-67	183	183	3
70219	22879	N	-106	-105	145	145	0
70219	103030	N	143	142	107	107	1
70219	7757	N	-86	-85	165	165	0
70219	30553	N	-188	-187	63	63	1
70219	55477	N	-188	-187	63	63	1
70219	100018	N	33	34	217	217	4
70219	42499	N	-188	-187	63	63	0
70219	59099	N	-106	-105	145	145	1
70219	70491	N	-69	-68	182	182	3
70219	33850	N	1	2	249	249	4
70219	103268	N	218	219	32	32	0
70219	2047	N	-76	-76	174	174	3
70219	36342	N	-188	-187	63	63	1
70219	92015	N	-108	-107	143	143	2
70219	23682	N	-194	-193	57	57	0
70219	21060	N	-196	-196	54	54	0
70219	94794	N	-125	-124	126	126	2
70219	882	N	143	142	107	107	1
70219	79549	N	-180	-179	71	71	1
70219	48183	N	173	170	77	77	1
70219	62712	N	173	171	77	77	1
70219	22324	N	165	165	85	85	1
70219	47158	N	-188	-187	63	63	1
70219	25765	N	95	95	155	155	2
70219	40708	N	-22	-21	229	229	0
70219	56065	N	-69	-68	182	182	0
70219	93154	N	-76	-76	174	174	2
70219	12352	N	-43	-43	207	207	2
70219	52223	N	-188	-187	63	63	0
70219	19116	N	-108	-107	143	143	1
70219	37804	N	-15	-14	236	236	4
70219	8212	N	-22	-21	229	229	1
70219	56937	N	-4	-4	246	246	4
70219	63638	N	173	174	77	77	1
70219	29592	N	-69	-69	181	181	0
70219	99586	N	6	7	244	244	2
70219	32753	N	140	141	110	110	2
70219	14425	N	186	187	64	64	0
70219	34710	N	122	123	128	128	2
70219	16715	N	-188	-187	63	63	1
70219	17089	N	48	49	202	202	2
70219	64022	N	-20	-21	229	229	4
70219	7096	N	140	141	110	110	1
70219	56705	N	-180	-179	71	71	1
70219	83778	N	-67	-66	184	184	0
70219	46412	N	-32	-32	218	218	2
70219	76869	N	-22	-21	229	229	3
70219	44049	N	-125	-124	126	126	2
70219	43675	N	-54	-54	196	196	0
70219	18618	N	-54	-54	196	196	0
70219	87173	N	-22	-21	229	229	4
70219	13095	N	39	39	211	211	4
70219	98902	N	-27	-27	223	223	2
70219	31837	N	-21	-21	229	229	2
70219	14592	N	-69	-68	182	182	3
70219	66655	N	43	43	207	207	0
70219	40138	N	-132	-132	118	118	0
70219	48223	N	-68	-67	183	183	1
70219	78072	N	125	125	125	125	2
70219	12812	N	-188	-187	63	63	1
70219	103021	N	-173	-172	78	78	0
70219	105858	N	-188	-187	63	63	1
70219	96517	N	-188	-187	63	63	0
70219	47501	N	173	173	77	77	1
70219	2380	N	103	104	147	147	1
70219	33215	N	17	17	233	233	4
70219	98388	N	-69	-69	181	181	3
70219	45823	N	142	142	108	108	1
70219	99092	N	-136	-136	114	114	2
70219	59509	N	-88	-87	163	163	2
70219	97730	N	214	214	36	36	0
70219	49240	N	105	106	145	145	2
70219	46899	N	-108	-107	143	143	2
70219	99943	N	69	68	181	181	0
70219	83746	N	135	136	115	115	1
70219	96916	N	-76	-76	174	174	0
70219	63418	N	165	166	85	85	1
70219	16679	N	144	142	106	106	0
70219	35123	N	-64	-63	187	187	3
45475	91805	N	146	146	105	105	0
45475	43360	N	209	209	42	42	0
45475	12155	N	151	151	100	100	0
45475	46096	N	25	25	226	226	3
45475	21759	N	146	146	105	105	0
45475	27261	N	134	134	117	117	0
45475	68143	N	-154	-154	97	97	0
45475	56301	N	152	152	99	99	1
45475	4952	N	39	39	212	212	3
45475	5121	N	175	175	76	76	1
45475	106054	N	-9	-9	242	242	4
45475	14553	N	89	89	162	162	1
45475	67469	N	133	130	118	118	0
45475	86765	N	-22	-22	229	229	4
45475	35094	N	107	107	144	144	1
45475	44806	N	-27	-27	224	224	4
45475	76513	N	38	38	213	213	2
45475	67395	N	126	126	125	125	1
45475	16175	N	-86	-86	165	165	3
45475	88794	N	39	39	212	212	3
45475	4280	N	126	125	125	125	2
45475	30426	N	39	39	212	212	2
45475	91704	N	-144	-146	105	105	2
45475	3515	N	-43	-43	208	208	4
45475	54003	N	-10	-12	239	239	4
45475	89836	N	-37	-37	214	214	4
45475	71249	N	152	152	99	99	1
45475	89811	N	39	39	212	212	2
45475	81964	N	-44	-45	206	206	4
45475	68074	N	41	40	210	210	2
45475	30235	N	-135	-136	115	115	0
45475	19309	N	28	27	223	223	4
45475	93371	N	159	159	92	92	0
45475	71822	N	-72	-72	179	179	3
45475	34169	N	221	219	30	30	0
45475	81690	N	84	83	167	167	1
45475	81901	N	152	152	99	99	1
45475	98111	N	186	185	65	65	1
45475	45323	N	-154	-158	93	93	1
81526	71098	N	103	103	148	148	2
81526	78563	N	-72	-73	178	178	1
81526	86011	N	-161	-162	89	89	1
81526	16865	N	135	135	116	116	2
81526	97319	N	-190	-192	59	59	1
81526	82314	N	189	188	62	62	1
81526	28741	N	114	114	137	137	1
81526	5302	N	185	185	66	66	1
81526	19172	N	-223	-223	28	28	0
81526	46304	N	-72	-72	179	179	2
81526	97858	N	115	115	136	136	0
81526	76476	N	220	219	31	31	0
81526	86141	N	190	190	61	61	1
81526	8012	N	4	4	247	247	3
81526	88635	N	185	185	66	66	1
81526	29125	N	115	115	136	136	0
81526	49337	N	33	33	218	218	1
81526	79153	N	220	219	31	31	0
81526	65092	N	4	4	247	247	1
81526	76536	N	220	219	31	31	0
81526	10353	N	-35	-35	216	216	1
81526	44101	N	-125	-126	125	125	2
81526	103156	N	134	134	117	117	0
81526	72070	N	-105	-105	146	146	1
81526	58328	N	150	147	101	101	2
81526	86657	N	-124	-124	127	127	2
81526	44951	N	-99	-99	152	152	1
81526	64356	N	90	90	161	161	0
81526	33818	N	135	135	116	116	1
81526	1409	N	-190	-192	59	59	1
81526	36940	N	-161	-161	90	90	1
81526	98724	N	150	147	101	101	1
81526	7898	N	-154	-154	97	97	1
81526	39708	N	-112	-112	139	139	2
81526	50547	N	220	220	31	31	0
81526	83862	N	159	159	92	92	1
81526	29380	N	175	174	76	76	1
81526	50462	N	185	185	66	66	1
81526	88948	N	188	188	63	63	1
81526	2424	N	193	191	58	58	0
81526	18873	N	-161	-161	90	90	1
81526	37616	N	-105	-105	146	146	1
81526	43259	N	34	34	217	217	2
81526	28937	N	133	133	118	118	1
81526	12029	N	160	160	91	91	0
81526	54382	N	-93	-94	157	157	1
81526	52229	N	188	188	63	63	1
81526	15252	N	98	98	153	153	0
81526	55609	N	-89	-89	162	162	2
81526	35178	N	131	131	120	120	0
81526	9440	N	32	32	219	219	0
81526	93724	N	175	175	76	76	1
44440	100641	N	21	21	230	230	1
44440	46320	N	104	104	147	147	1
44440	88015	N	21	20	230	230	0
44440	14966	N	18	17	233	233	1
44440	59962	N	21	21	230	230	0
44440	51052	N	42	42	209	209	2
44440	42942	N	-165	-165	86	86	0
44440	80650	N	-179	-179	72	72	1
44440	49889	N	-164	-164	87	87	0
44440	19662	N	-40	-40	211	211	1
44440	83202	N	-29	-29	222	222	0
44440	25949	N	42	42	209	209	1
44440	50827	N	11	11	240	240	0
44440	69353	N	-120	-121	130	130	0
44440	64623	N	-15	-15	236	236	3
44440	102934	N	-87	-87	164	164	0
44440	76984	N	-181	-181	70	70	1
44440	93273	N	54	54	197	197	0
44440	103473	N	42	42	209	209	0
44440	28483	N	21	21	230	230	0
44440	70181	N	-127	-127	124	124	0
44440	48383	N	6	6	245	245	0
44440	82657	N	-215	-216	35	35	0
44440	50547	N	128	128	123	123	0
44440	64735	N	228	228	23	23	0
44440	35609	N	-92	-92	159	159	0
44440	29745	N	-127	-127	124	124	0
44440	47698	N	-196	-196	55	55	1
44440	1239	N	-132	-132	119	119	2
44440	62884	N	42	42	209	209	2
44440	95551	N	39	38	212	212	0
44440	88094	N	178	177	73	73	1
44440	16345	N	-85	-85	166	166	0
44440	82355	N	68	68	183	183	3
44440	76129	N	-130	-130	121	121	0
44440	72656	N	22	22	229	229	0
44440	39140	N	39	38	212	212	1
44440	10803	N	23	23	228	228	1
44440	52097	N	-181	-181	70	70	1
44440	27710	N	21	21	230	230	0
44440	47487	N	14	14	237	237	1
44440	38881	N	-93	-93	158	158	0
44440	93232	N	-164	-164	87	87	0
44440	107313	N	21	21	230	230	0
44440	21635	N	-87	-87	164	164	1
44440	72500	N	42	42	209	209	0
44440	17570	N	0	0	251	251	1
44440	15148	N	-87	-87	164	164	0
44440	2554	N	0	0	251	251	0
44440	30128	N	-19	-20	231	231	0
44440	97646	N	-16	-16	235	235	1
44440	60517	N	0	0	251	251	0
52707	58605	N	-15	-14	235	235	0
52707	100020	N	-116	-120	129	129	0
52707	11210	N	158	160	91	91	1
52707	21586	N	-231	-229	20	20	0
52707	60722	N	131	132	118	118	0
52707	56984	N	27	27	222	222	1
52707	73767	N	-119	-118	131	131	2
52707	32021	N	-227	-225	24	24	0
52707	29768	N	169	167	80	80	0
52707	45411	N	177	178	72	72	0
52707	72930	N	-159	-157	92	92	0
52707	5559	N	-129	-129	120	120	0
52707	8995	N	71	73	178	178	0
52707	62511	N	-206	-205	44	44	0
52707	70307	N	130	131	119	119	0
52707	26897	N	-159	-157	92	92	0
52707	31629	N	22	21	227	227	0
52707	83188	N	-196	-194	55	55	0
52707	11822	N	107	109	142	142	0
52707	89339	N	-231	-229	20	20	0
52707	65496	N	-231	-229	20	20	0
52707	71297	N	-119	-118	131	131	1
52707	57077	N	158	160	91	91	1
52707	61759	N	130	132	119	119	0
52707	22740	N	-148	-146	103	103	0
52707	6973	N	130	132	119	119	1
52707	9566	N	131	132	118	118	2
52707	31212	N	-28	-26	223	223	3
52707	61175	N	-140	-138	111	111	2
52707	67159	N	-192	-190	59	59	1
52707	6727	N	-194	-192	57	57	0
52707	79406	N	-227	-226	23	23	0
52707	75829	N	-28	-26	223	223	0
52707	52778	N	113	113	136	136	0
52707	34267	N	107	109	142	142	0
52707	12559	N	-84	-83	166	166	0
52707	4416	N	5	6	244	244	0
52707	50417	N	-196	-194	55	55	0
52707	77255	N	22	21	227	227	0
15492	17697	N	-75	-75	176	176	3
15492	77210	N	146	145	105	105	2
15492	55845	N	-22	-22	229	229	3
15492	68895	N	-28	-29	222	222	2
15492	77868	N	-127	-128	123	123	2
15492	9867	N	67	67	184	184	1
15492	46829	N	75	75	176	176	2
15492	74252	N	146	145	105	105	1
15492	77041	N	5	4	246	246	4
15492	94701	N	163	163	88	88	1
15492	94841	N	-139	-139	112	112	2
15492	79727	N	146	146	105	105	1
15492	92134	N	31	30	220	220	4
15492	58214	N	93	91	158	158	3
15492	55732	N	158	158	93	93	1
15492	22661	N	87	86	164	164	1
15492	95385	N	-84	-84	167	167	3
15492	6159	N	-22	-23	228	228	2
15492	88293	N	-196	-196	55	55	1
15492	100449	N	-21	-22	229	229	3
15492	33324	N	105	102	146	146	2
15492	84854	N	53	52	198	198	3
15492	24225	N	-158	-159	92	92	0
15492	44029	N	169	169	82	82	1
15492	45746	N	-191	-191	60	60	0
15492	85385	N	-91	-91	160	160	3
15492	56526	N	147	147	104	104	1
15492	40813	N	150	149	101	101	2
15492	18953	N	-108	-108	143	143	2
15492	10413	N	146	146	105	105	1
15492	62606	N	-120	-120	131	131	2
15492	12236	N	146	146	105	105	1
15492	20937	N	0	-1	250	250	4
15492	10546	N	93	91	158	158	3
15492	85899	N	-216	-216	35	35	0
15492	99667	N	169	169	82	82	1
15492	6861	N	-22	-22	229	229	1
15492	47492	N	87	86	164	164	2
15492	29254	N	24	23	227	227	3
15492	30940	N	88	88	163	163	1
15492	74123	N	146	145	105	105	2
15492	19826	N	6	6	245	245	2
15492	91285	N	95	94	156	156	2
15492	26927	N	147	147	104	104	1
15492	94391	N	-51	-51	200	200	3
15492	27067	N	-96	-96	155	155	3
15492	92532	N	93	91	158	158	3
15492	79571	N	-57	-58	193	193	3
15492	8088	N	-127	-127	124	124	2
15492	11507	N	146	145	105	105	2
15492	58811	N	146	145	105	105	1
15492	17756	N	-84	-84	167	167	3
15492	93153	N	-86	-87	164	164	2
15492	70868	N	105	102	146	146	1
15492	48573	N	44	44	207	207	2
15492	96175	N	146	145	105	105	1
15492	41739	N	-127	-127	124	124	2
15492	102185	N	-96	-96	155	155	3
15492	62167	N	5	5	246	246	4
15492	38797	N	65	65	186	186	1
15492	37534	N	-22	-22	229	229	2
15492	30199	N	77	77	174	174	1
15492	76839	N	146	145	105	105	1
15492	17297	N	187	186	64	64	1
15492	67163	N	0	0	251	251	5
15492	70537	N	54	54	197	197	2
15492	31041	N	-156	-156	95	95	0
15492	102570	N	-91	-92	159	159	3
15492	9488	N	158	158	93	93	1
15492	91911	N	-126	-126	125	125	2
15492	13272	N	65	65	186	186	2
15492	39881	N	-120	-120	131	131	2
15492	77930	N	39	38	212	212	3
15492	65839	N	-91	-91	160	160	3
56701	89872	N	-204	-203	46	46	0
56701	107580	N	-54	-53	196	196	1
56701	79543	N	78	79	171	171	1
56701	86652	N	156	157	93	93	0
56701	42767	N	-37	-35	214	214	1
56701	32622	N	-191	-190	59	59	0
56701	39233	N	-142	-140	109	109	0
56701	45456	N	-8	-6	243	243	3
56701	17929	N	105	107	144	144	1
56701	34598	N	-142	-140	109	109	0
56701	63530	N	-88	-86	163	163	1
56701	46177	N	20	22	229	229	4
56701	18872	N	-88	-87	162	162	1
56701	12206	N	99	101	150	150	1
56701	98468	N	-58	-56	193	193	2
8931	77583	N	-177	-175	74	74	0
8931	41504	N	148	150	101	101	0
8931	82237	N	-88	-86	163	163	0
8931	107032	N	51	53	198	198	0
8931	95125	N	217	218	32	32	0
8931	42865	N	148	150	101	101	0
8931	39409	N	134	136	115	115	2
8931	64761	N	57	58	192	192	0
8931	9987	N	51	53	198	198	0
8931	105629	N	37	39	212	212	0
8931	60704	N	66	68	183	183	0
8931	62744	N	-2	-2	247	247	0
8931	14997	N	-158	-157	92	92	0
8931	41810	N	-184	-182	67	67	0
8931	92574	N	51	52	198	198	0
8931	103100	N	150	152	99	99	1
8931	81999	N	-2	0	249	249	0
8931	8686	N	-188	-186	63	63	0
8931	73620	N	121	122	128	128	0
8931	56572	N	144	145	105	105	0
8931	28094	N	166	168	83	83	0
8931	5747	N	113	113	136	136	0
8931	59693	N	150	152	99	99	0
8931	103423	N	96	98	153	153	0
8931	16910	N	-2	-1	248	248	0
8931	98365	N	149	151	100	100	0
8931	9612	N	162	164	87	87	1
8931	91214	N	-170	-170	79	79	1
8931	80100	N	-127	-125	124	124	0
8931	16269	N	51	53	198	198	0
8931	86088	N	49	51	200	200	0
8931	16175	N	37	39	212	212	4
8931	2879	N	175	177	74	74	0
8931	56344	N	9	11	240	240	1
8931	91704	N	-21	-21	228	228	0
8931	10209	N	95	97	154	154	0
8931	16508	N	-230	-228	21	21	0
8931	41013	N	228	230	21	21	0
8931	5876	N	-2	0	249	249	0
8931	8889	N	175	177	74	74	0
8931	42316	N	3	5	246	246	0
8931	49825	N	-96	-94	155	155	0
8931	66071	N	121	123	128	128	0
8931	25090	N	-192	-190	59	59	0
8931	46537	N	49	51	200	200	0
8931	78154	N	41	43	208	208	4
8931	23951	N	-106	-104	145	145	0
8931	101850	N	144	145	105	105	0
8931	99579	N	-230	-228	21	21	0
8931	14512	N	84	86	165	165	2
8931	43819	N	-181	-179	70	70	0
8931	71822	N	51	53	198	198	0
8931	34499	N	-2	0	249	249	1
8931	38105	N	114	116	135	135	1
8931	23050	N	5	7	244	244	1
8931	42756	N	-31	-29	220	220	0
8931	78012	N	37	39	212	212	4
8931	102142	N	51	53	198	198	0
8931	24388	N	228	230	21	21	0
8931	36088	N	203	204	46	46	0
8931	6889	N	176	178	73	73	0
8931	61522	N	139	140	110	110	0
8931	87877	N	-31	-29	220	220	1
8931	92678	N	-164	-162	87	87	0
8931	45323	N	-31	-33	216	216	1
56408	67002	N	-167	-169	82	82	0
56408	83366	N	-103	-104	147	147	0
56408	32312	N	2	2	249	249	0
56408	44187	N	159	159	92	92	0
56408	99736	N	-124	-125	126	126	0
56408	51098	N	159	159	92	92	0
56408	79926	N	-162	-162	89	89	0
56408	77092	N	137	137	114	114	0
56408	10824	N	121	121	130	130	0
56408	48234	N	-16	-16	235	235	0
56408	19172	N	-224	-224	27	27	0
56408	22211	N	-73	-73	178	178	0
56408	36862	N	70	70	181	181	0
56408	76476	N	219	218	32	32	0
56408	98197	N	-90	-90	161	161	0
56408	17578	N	16	16	235	235	0
56408	86141	N	189	189	62	62	0
56408	90925	N	-143	-143	108	108	0
56408	62342	N	126	125	125	125	0
56408	102946	N	-36	-36	215	215	0
56408	41166	N	-2	-2	249	249	1
56408	88635	N	184	184	67	67	0
56408	72928	N	-148	-148	103	103	0
56408	10678	N	-88	-88	163	163	0
56408	79153	N	219	218	32	32	0
56408	31582	N	-86	-87	164	164	0
56408	11166	N	-2	-2	249	249	1
56408	22302	N	133	133	118	118	1
56408	76536	N	219	218	32	32	0
56408	14839	N	-73	-73	178	178	2
56408	103918	N	156	155	95	95	0
56408	104127	N	105	105	146	146	0
56408	64292	N	158	158	93	93	0
56408	73576	N	-36	-36	215	215	1
56408	13371	N	116	116	135	135	1
56408	42343	N	6	6	245	245	3
56408	89235	N	3	3	248	248	0
56408	103626	N	159	159	92	92	0
56408	69147	N	-75	-75	176	176	0
56408	61951	N	-113	-113	138	138	2
56408	20776	N	-73	-73	178	178	0
56408	1277	N	-172	-174	77	77	0
56408	64200	N	-36	-36	215	215	1
56408	19863	N	35	35	216	216	1
56408	50547	N	219	219	32	32	0
56408	93102	N	91	91	160	160	1
56408	27918	N	114	114	137	137	0
56408	83862	N	158	158	93	93	1
56408	28866	N	-178	-178	73	73	0
56408	29380	N	174	173	77	77	0
56408	64414	N	-36	-36	215	215	0
56408	4083	N	-73	-74	177	177	0
56408	24535	N	-35	-35	216	216	0
56408	101254	N	50	50	201	201	1
56408	50462	N	184	184	67	67	0
56408	95183	N	-138	-139	112	112	0
56408	54559	N	2	2	249	249	0
56408	88948	N	187	187	64	64	0
56408	39385	N	-162	-163	88	88	0
56408	106658	N	-190	-193	58	58	0
56408	65969	N	150	146	101	101	0
56408	90777	N	-102	-102	149	149	1
56408	33387	N	112	112	139	139	0
56408	93326	N	35	35	216	216	3
56408	2424	N	192	190	59	59	1
56408	86630	N	126	125	125	125	0
56408	75328	N	81	80	170	170	0
56408	12066	N	116	116	135	135	0
56408	18262	N	-36	-36	215	215	0
56408	82355	N	159	159	92	92	0
56408	43420	N	215	214	36	36	0
56408	6797	N	-73	-73	178	178	1
56408	9195	N	1	1	250	250	0
56408	105363	N	-2	-2	249	249	0
56408	45467	N	114	112	137	137	1
56408	87568	N	132	132	119	119	1
56408	6290	N	-73	-74	177	177	0
56408	26672	N	-183	-187	64	64	0
56408	5941	N	43	43	208	208	0
56408	102674	N	-39	-39	212	212	0
56408	81628	N	-36	-36	215	215	1
56408	46394	N	-126	-127	124	124	0
56408	77451	N	48	48	203	203	0
56408	31450	N	-4	-4	247	247	0
56408	50985	N	91	91	160	160	1
56408	102779	N	6	6	245	245	0
56408	41884	N	-36	-36	215	215	0
56408	61575	N	-73	-73	178	178	0
56408	69797	N	-36	-36	215	215	1
56408	52589	N	35	35	216	216	1
56408	5392	N	-2	-2	249	249	4
56408	103198	N	84	84	167	167	0
56408	87938	N	159	159	92	92	0
56408	2669	N	-39	-39	212	212	0
56408	94263	N	-182	-182	69	69	0
56408	70902	N	-2	-2	249	249	0
56408	56598	N	-38	-40	211	211	3
56408	22978	N	159	159	92	92	1
56408	93724	N	174	174	77	77	0
66686	100375	N	28	27	223	223	1
66686	74184	N	-204	-206	45	45	0
66686	66078	N	28	27	223	223	4
66686	64994	N	52	42	199	199	3
66686	30253	N	28	28	223	223	4
66686	24612	N	28	27	223	223	1
66686	96895	N	0	0	251	251	3
66686	19603	N	0	-1	250	250	3
66686	23370	N	-147	-150	101	101	0
66686	62541	N	173	172	78	78	1
66686	51110	N	-158	-158	93	93	0
66686	57165	N	28	27	223	223	1
66686	42138	N	28	27	223	223	2
66686	49602	N	172	172	79	79	1
66686	40905	N	144	141	107	107	1
66686	82620	N	28	27	223	223	1
66686	36006	N	28	27	223	223	1
66686	62797	N	35	34	216	216	1
66686	13627	N	28	27	223	223	1
66686	25069	N	-11	-12	239	239	1
66686	23408	N	172	169	79	79	1
66686	24630	N	111	111	140	140	2
66686	83574	N	173	172	78	78	1
66686	18672	N	142	142	109	109	1
66686	59561	N	28	27	223	223	1
66686	32057	N	28	27	223	223	2
66686	99363	N	28	27	223	223	1
66686	96956	N	-88	-88	163	163	2
66686	16275	N	173	172	78	78	1
66686	39794	N	37	37	214	214	2
66686	85395	N	28	27	223	223	1
66686	47837	N	-147	-150	101	101	1
66686	23246	N	0	0	251	251	3
66686	6634	N	28	25	223	223	1
66686	40936	N	147	141	104	104	1
66686	50522	N	125	125	126	126	1
66686	43693	N	28	27	223	223	1
66686	24697	N	198	197	53	53	1
81981	5799	N	-171	-170	80	80	0
81981	27919	N	13	13	237	237	0
81981	93106	N	-30	-29	221	221	0
81981	50865	N	-44	-43	207	207	0
81981	44471	N	-19	-18	232	232	3
81981	75882	N	-222	-221	29	29	0
81981	15001	N	-30	-29	221	221	1
81981	38143	N	1	0	249	249	3
81981	84434	N	-193	-195	55	55	0
81981	2215	N	133	134	117	117	2
81981	23673	N	18	19	232	232	4
81981	79401	N	-209	-208	42	42	0
81981	22076	N	23	23	227	227	4
81981	86980	N	-28	-27	223	223	4
81981	5238	N	23	23	227	227	3
81981	28364	N	-15	-14	236	236	0
81981	93041	N	13	13	237	237	4
81981	77652	N	-125	-124	126	126	2
81981	64672	N	105	106	145	145	0
81981	89977	N	-193	-195	55	55	0
81981	29304	N	146	147	104	104	2
81981	21688	N	-190	-189	61	61	1
81981	15487	N	99	49	151	151	3
81981	33093	N	-27	-26	224	224	3
81981	3690	N	-20	-20	230	230	4
81981	91549	N	-34	-33	217	217	3
81981	39700	N	13	13	237	237	4
81981	30526	N	-116	-115	135	135	2
81981	26543	N	2	3	248	248	1
81981	1961	N	-46	-49	201	201	4
81981	66039	N	-143	-143	107	107	1
81981	101922	N	-27	-26	224	224	1
